TrackID,UserID,Rating
341097,1300,1
67627,117,1
159493,1194,4
25288,821,5
611915,1488,2
652700,1408,3
197396,124,4
546602,1674,1
794239,638,4
147457,437,2
212077,91,1
416126,1042,5
634065,453,1
312404,917,3
244655,88,3
422614,276,1
845902,696,2
566937,376,3
420597,1117,5
799852,1925,3
740840,1086,1
368028,1220,4
274107,1418,5
817208,1919,5
166345,1058,3
277121,1132,2
275705,1137,3
375804,1431,1
431860,856,5
745044,1244,4
77957,279,4
276979,1401,5
348381,1496,5
839911,1976,3
795933,1050,2
90714,933,4
480717,1802,2
245525,876,5
901412,1439,2
237512,189,4
330204,651,4
898860,1868,4
941211,1780,4
244624,767,1
540272,1376,5
683272,28,5
409854,1325,2
293484,307,3
595972,1193,4
333398,536,5
923823,1756,5
623427,408,4
674627,1506,5
713970,674,5
760227,1527,5
42837,1932,4
39870,640,2
322231,570,4
560136,711,2
648716,1279,2
261559,189,5
857924,1196,5
470484,1899,4
586870,760,4
958211,1869,5
210959,1941,3
530917,397,1
527590,1897,5
828684,819,2
684301,1062,1
367636,330,5
314260,1942,5
81611,708,4
26710,949,3
77955,628,3
34461,1805,3
701896,980,3
916595,1368,3
839878,458,5
317758,116,2
862310,272,3
462535,1759,2
930771,970,4
294576,459,3
422136,1116,3
390660,1750,1
119767,712,4
963584,793,1
481250,822,1
469167,1284,4
364471,1648,2
606929,345,2
670317,882,2
467703,1745,5
599872,1576,5
259565,1086,3
496437,612,4
264999,1789,3
231827,1888,1
470031,241,3
418502,526,3
544970,1387,4
518269,352,5
728536,1477,3
239579,936,2
304610,98,2
231480,1292,1
401816,465,3
121951,831,1
552917,1472,4
214169,513,3
963396,1419,4
593344,1307,4
207530,1774,3
235260,635,2
983767,553,2
170191,1850,5
1494,1956,5
367370,554,5
398712,1361,1
25169,965,5
888678,1068,1
276408,742,4
595745,1351,2
792612,538,4
742275,883,2
242558,24,2
484531,552,2
116645,1805,1
584875,403,5
549122,49,3
451588,1345,3
208038,1240,2
455,1719,3
222441,629,5
203298,125,3
839302,64,5
74878,792,4
808297,655,1
608157,117,4
189900,823,1
837568,937,4
542853,127,4
721475,730,1
809979,481,1
196002,1131,3
287462,1859,2
566305,1939,1
513965,747,2
788,1521,5
287418,1453,5
363107,187,3
422453,195,2
229812,142,2
473100,350,4
495686,1108,5
189703,1227,3
383663,1019,2
546754,1906,4
780762,389,2
338983,921,4
31166,1206,1
483718,875,3
987610,100,1
68006,1412,3
349581,1384,2
149077,1025,4
928980,1774,5
166319,1242,4
731892,314,2
996412,735,5
254328,1701,2
339454,1265,4
594475,814,2
559773,589,4
212084,1815,5
355309,1997,3
123069,1494,1
271756,965,1
217803,229,1
777773,506,4
896072,1410,1
792774,664,4
104829,889,2
97125,1780,2
904605,1135,2
784460,900,2
462926,1127,5
938321,332,4
24027,1719,4
725451,1207,3
169739,1906,3
672456,960,5
258224,1557,4
721375,1600,4
553037,1311,3
681732,1633,3
456104,1064,1
343517,1864,2
422352,210,1
597172,701,1
248855,1073,4
841409,953,4
840114,1809,1
196710,950,2
326870,408,5
949623,1080,4
648763,308,3
944824,412,2
11845,1710,4
543020,1580,4
231571,1826,4
252185,343,5
130225,856,4
239473,1980,4
563142,939,2
383971,683,4
904295,45,3
826968,950,2
358732,1445,4
595751,1248,3
345921,694,5
959651,1532,3
16956,1933,5
385072,1900,2
991726,287,2
369894,1203,3
505642,1985,5
601875,762,3
876432,1124,2
892555,242,5
344202,1239,1
315115,840,5
734072,1487,1
259252,615,3
335692,1772,5
355717,1347,3
358739,563,2
440055,1531,4
908196,805,1
47566,994,5
417824,221,5
860888,191,4
327496,561,4
612962,11,5
612901,1426,4
489593,1870,1
45558,1472,3
677589,4,1
970041,1622,1
603421,1504,2
915061,339,1
427333,1726,4
897537,431,4
251175,1331,2
224800,129,5
842567,1241,1
395109,841,1
243208,1679,5
165135,1813,3
850585,43,3
329817,163,2
753072,1947,1
380215,634,4
956538,1371,4
273224,198,3
400578,978,2
689845,1507,2
606644,1034,1
273838,1775,5
886954,131,2
365046,1475,2
554228,1893,4
565166,991,1
820793,1770,5
717553,1131,5
618575,1932,2
631506,1490,5
788940,945,1
292963,1066,1
825482,1462,2
469527,501,1
440056,1374,5
649121,1688,2
773156,634,1
733603,1332,3
960392,1545,2
534856,273,3
373616,1461,5
138307,956,1
820219,133,1
96213,1151,1
826633,1811,4
885187,700,2
596295,766,4
359860,1001,1
796292,1515,3
837651,851,4
758336,1768,1
402513,188,5
34596,827,2
493784,1919,1
611923,482,2
312740,347,4
593341,250,2
785832,666,4
635644,1951,3
312387,1109,1
949300,663,3
45950,1462,2
465820,1322,5
863544,674,2
824565,544,3
439055,1781,1
824569,1965,1
456898,706,2
577246,912,3
622414,17,1
981233,633,2
382129,1658,2
788315,1770,4
67787,1181,1
717542,1563,3
14408,1751,3
869354,754,3
603044,492,2
816617,837,4
580475,781,5
949458,1906,1
901670,529,3
839952,1247,4
358742,554,4
114068,1363,1
951743,193,1
906290,1629,4
85369,556,1
30140,239,2
734585,192,5
493070,436,2
687587,1294,3
983901,1493,5
249830,768,5
462492,1458,3
58391,291,5
483644,1227,3
293322,1330,3
381897,496,1
392180,1183,5
192833,1258,1
527120,440,3
898791,202,1
50988,841,1
764087,1788,1
696373,1227,2
812506,1588,5
285449,816,2
178492,1258,3
24265,1491,3
665582,416,3
367774,1297,2
489126,997,5
458606,441,5
192203,1245,1
807673,955,2
310494,1010,4
499985,1436,4
531347,1198,4
778137,1617,5
29935,180,1
653958,1955,2
424032,515,2
370085,350,4
521373,1983,2
615116,982,5
928411,788,2
75202,598,2
321513,1409,1
802441,1295,2
565707,1019,3
473100,463,1
42869,1414,3
885803,1698,3
836793,716,1
352718,665,1
859619,1475,5
694375,1172,2
260256,1114,2
160293,1523,1
995655,1624,4
538749,609,1
336847,527,3
742632,1053,5
848326,870,4
644391,366,1
630987,677,4
654078,1154,2
265970,1388,4
947113,1359,4
433098,984,1
898567,940,3
175253,756,2
338262,571,3
778649,1513,4
81750,566,3
944238,1834,4
886329,666,4
219181,857,1
763971,828,3
710699,1572,1
475258,1072,5
242565,1055,5
436850,828,4
632441,1636,5
930166,1497,4
989965,391,4
181009,1620,5
475911,787,3
247972,449,4
146247,800,2
53158,439,5
355061,228,1
950485,469,5
534212,907,4
897634,1084,1
740232,1702,2
751355,834,5
120133,190,3
452161,1216,5
265014,387,5
328375,28,1
884878,1467,3
601764,1925,2
528995,859,1
499156,1306,3
899556,545,1
670901,1429,1
611973,646,2
20231,58,3
223948,797,5
608402,900,4
496347,1383,2
700618,1189,4
962863,1893,3
194126,1458,5
92742,676,3
722831,1557,4
672952,1491,4
141139,320,5
580841,1139,5
68980,313,5
114255,1665,1
419042,1152,1
494470,1370,3
411540,1961,4
863703,276,1
628704,1303,2
840984,1297,1
650288,1839,1
447648,1655,5
377203,1040,2
219167,83,4
878477,1753,5
814299,429,5
580671,1584,3
429938,1374,2
751883,1942,1
331392,1247,4
846988,303,4
295830,1511,5
819463,402,5
332190,1488,3
656513,1199,2
302779,1742,3
723157,723,1
919340,790,1
284191,154,3
375419,1116,5
875048,462,4
298239,425,2
234863,1249,2
407340,1100,2
742383,1519,5
803285,1480,2
180852,1939,2
476358,955,5
218587,565,2
150734,1234,1
741150,774,1
331741,1557,4
676230,1399,1
571266,1426,4
761067,1174,1
898563,260,1
39735,592,1
626867,406,2
865044,4,1
958797,619,4
25164,132,2
397441,1360,3
574809,949,3
256187,294,2
207551,1450,3
692047,1553,3
593354,1438,5
40300,1522,2
151413,715,2
686795,1480,1
860886,1798,1
751808,623,4
500167,1625,1
189331,1013,3
255294,1411,3
546514,1770,3
545137,425,2
392130,483,5
864054,1913,2
63557,1475,3
385181,59,3
850202,1996,4
595744,1610,2
204272,1567,1
467028,1739,2
709199,819,2
96326,1841,3
648219,127,1
31032,1694,4
22296,565,5
634304,1975,2
236351,1057,1
412508,857,4
622210,1270,4
527114,1665,5
16390,1126,2
383421,175,2
248031,1337,3
486991,1800,2
546623,519,4
849311,1432,2
627141,1030,2
183348,604,1
696300,712,5
533509,586,1
803431,1088,3
963191,1134,2
614058,1130,3
917081,648,4
615144,1345,5
727170,406,2
757432,920,2
997248,2,5
658001,1569,4
534715,598,5
689854,1566,5
451820,1961,3
290324,779,1
833600,1398,3
963491,878,5
921866,1720,4
474783,45,2
378494,1374,2
179389,1699,4
321757,1366,5
68262,1532,4
105413,1086,5
25164,1454,2
892974,199,1
427010,395,1
383006,529,2
312394,1192,5
839584,184,5
800795,774,5
7224,1627,5
306088,60,2
951615,1246,4
435115,1671,1
222106,1223,5
779274,640,4
136861,700,2
477359,1273,3
505643,1556,1
858251,214,5
852973,1959,1
622409,699,3
464525,1022,4
493778,1516,1
518596,271,2
636163,795,1
382451,492,3
686475,785,4
889123,460,5
758050,587,1
630652,1951,1
665716,69,4
265968,1778,5
731883,1558,5
978032,1649,1
165324,325,5
962156,798,5
369908,1827,4
805968,266,4
754859,679,4
762236,178,5
138055,1789,2
833590,347,3
419570,1794,2
931655,1483,3
998419,1990,4
570639,1708,3
721737,1278,5
660329,466,2
893213,495,5
388769,1726,2
421633,1696,4
221958,652,4
941390,925,3
438766,1218,5
584543,230,4
560307,598,3
269868,1677,2
397444,1351,4
773558,954,5
898574,1388,3
423167,1490,2
185889,881,4
970966,1074,5
300645,474,1
362952,1482,2
350488,390,2
903720,496,1
546560,1649,5
43152,1809,1
516348,1168,1
37256,1933,1
593114,332,5
630258,1855,5
891184,930,5
550247,320,1
184250,1581,4
778522,1163,1
785283,785,2
361555,290,4
873916,969,4
731898,902,2
899017,413,2
386771,1734,2
723179,516,1
442170,414,1
199675,286,1
391692,297,5
250002,441,4
672192,1385,2
12741,1691,3
206402,1111,1
757513,1127,5
7299,1829,5
302702,1383,2
739104,976,1
523114,1400,3
862775,1806,1
855207,1190,1
497920,1503,4
357631,389,4
93082,1419,5
175214,1643,5
682051,1237,5
979772,1703,2
120032,688,4
519482,344,1
894164,1408,2
612552,1364,3
305991,573,2
210421,1010,5
312377,1099,2
702218,332,2
929553,607,3
216200,1453,4
877916,332,3
203037,233,5
240384,906,1
983194,1619,1
376701,140,3
927575,856,2
236349,68,3
720085,1925,2
294624,582,1
324031,1418,5
627135,1803,1
596994,252,2
324775,1890,4
212457,1181,2
494489,166,5
231835,1621,2
958927,1027,5
815451,654,4
884108,1654,1
4594,1673,1
881873,658,4
24632,173,2
470495,1147,5
485770,1909,4
866181,851,5
620794,452,2
992975,1449,3
580449,1776,1
755596,1560,1
751327,1961,4
373444,705,5
613746,271,2
119881,1405,5
138710,1241,2
987152,525,2
892358,878,2
268443,1670,4
522663,1993,4
879747,1182,1
548987,917,5
42456,1525,2
406613,1622,5
220391,369,3
784557,1790,4
411154,1980,5
139555,665,5
781871,1313,2
656524,1366,4
749723,859,2
249835,358,1
426795,1269,2
218620,1502,5
87018,525,3
348376,318,2
750255,383,5
605612,1756,1
260866,214,1
597218,889,4
725809,69,4
203136,956,3
29257,768,2
457,278,2
859401,403,4
101791,1753,1
385719,1370,3
992322,1433,1
798422,1283,5
613683,1262,4
599932,1823,5
868366,1736,5
444752,1339,1
654086,566,3
882344,185,2
613748,947,4
343874,1303,3
2907,1092,2
251283,636,2
939893,469,2
728325,469,2
717573,652,2
405210,1875,1
911267,1213,1
544438,157,4
111321,1401,4
80966,1491,4
242139,220,1
518270,1900,2
671820,201,4
157702,1029,1
215667,1881,1
715895,1757,3
724301,714,5
660021,1347,3
974933,1187,3
131359,825,4
716901,1771,3
374357,1845,1
702479,1868,1
184976,1204,4
876893,1988,3
551754,1777,3
430332,469,1
450309,814,4
809647,1235,2
481707,129,1
359265,1040,4
376695,102,2
291822,1817,3
723740,1239,5
688137,736,2
518375,1359,2
737996,1285,2
478477,1593,3
971238,1670,5
392279,526,2
278424,1109,3
675973,612,3
152940,13,5
867566,617,1
372378,1641,1
388113,1337,1
630275,3,3
112619,27,4
780512,664,2
373464,1766,4
837297,1835,2
108560,822,3
496908,1409,5
890033,1423,2
349681,1396,3
528147,1421,4
121557,1467,5
212578,1837,1
393794,1634,5
962716,90,4
529052,522,1
748556,546,2
959307,1477,5
554049,1006,3
709566,1564,2
539625,763,3
471539,1117,3
565705,179,3
572690,198,3
891344,1871,5
149389,902,1
275582,1511,3
86638,905,3
305364,343,3
856423,52,5
98340,1876,4
315808,25,1
868594,1486,2
423465,1393,4
132591,864,4
213665,1426,3
593346,433,1
67903,1282,3
296821,1588,2
636500,1379,3
923723,150,5
601397,1936,4
986633,1213,4
43261,240,1
86128,1624,2
753674,1926,3
925971,1989,1
499025,1114,5
427987,389,2
280074,357,2
474727,1791,5
803291,911,1
487247,977,1
444989,1821,5
293230,1508,4
906802,576,2
25511,859,1
712864,1811,2
782053,328,3
186746,494,5
66733,1832,5
50148,1869,5
883103,699,3
211001,948,3
742796,233,5
279337,514,3
971273,897,5
47426,527,5
286375,1004,4
131917,991,2
381245,88,1
249578,1857,3
503175,1279,3
34458,1382,3
763302,1383,1
380614,415,1
338595,281,2
253857,970,5
159802,1873,2
217167,1344,1
291800,539,3
101973,1192,1
343854,1003,4
507044,367,3
636929,480,3
315803,1452,1
178984,511,3
71607,911,3
347151,1059,3
26530,147,3
385513,1340,1
797737,160,3
302822,1134,3
532467,1809,1
338597,121,4
468595,1664,1
569147,889,5
794397,1582,4
465321,1780,5
788004,540,5
727478,1829,5
464882,1269,5
172751,471,3
893448,343,3
442220,960,1
623075,986,1
999421,1248,4
559054,648,2
120639,1169,3
753044,690,2
30315,860,4
35450,836,4
81737,1596,4
409731,663,5
855046,1912,4
594227,1497,2
706677,1238,5
442035,1323,4
352120,1691,3
166326,513,5
509637,329,1
165141,954,5
58733,1588,5
898473,1004,5
798635,1016,1
123636,1580,3
971882,1667,1
236943,1470,2
137437,411,4
297920,336,3
309476,1103,2
749020,232,4
194400,1556,5
632442,396,2
455313,524,3
744933,1599,3
713006,514,2
569510,442,1
754308,1589,4
870243,378,2
638198,1070,3
874703,1077,4
145721,1008,2
581562,526,2
188345,726,3
276967,1241,3
631673,496,4
394202,1256,3
387640,933,2
109531,1832,5
746139,523,2
961005,1783,5
354224,1757,4
595022,225,3
878510,520,5
572561,1087,3
709750,556,1
200905,1173,5
183598,463,3
446736,922,5
372134,1390,3
977661,1504,2
888149,1192,4
202369,564,3
670271,1023,4
470547,1672,1
675500,1228,1
185536,56,1
675201,803,4
177856,1383,4
465892,1957,2
97952,254,5
769980,165,5
615304,314,1
994329,1711,4
507035,1126,2
556802,58,4
92090,472,3
249940,699,5
339906,406,2
816660,8,2
442128,1378,4
18578,639,4
384906,373,4
579246,1525,4
320228,1167,1
176079,1792,1
804419,908,5
321505,819,2
861734,400,1
400523,1986,5
361223,1147,1
484357,155,3
854753,1268,3
27636,284,1
844018,827,1
410050,1210,2
934005,1739,5
244568,1637,2
525980,626,4
649689,1404,3
949481,188,4
433816,505,4
50420,1616,3
